,0,1,2
84,3be7cd2c-93c6-4dd1-9f0d-fd01a54e8077,"Hi, where can I see my invoice? I need to get the invoice for the yearly fee.","{'recipient': {'id': '3be7cd2c-93c6-4dd1-9f0d-fd01a54e8077'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Invoice', 'payload': 'Invoice'}, {'type': 'postback', 'title': 'Get sign-in or password help', 'payload': 'Get sign-in or password help'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
85,3bea9027-ded4-44f2-9007-932fb9291cfa,I was looking at the Adobe website May 6 and must have clicked on something by accident. I noticed that my PayPal account was charged $19.98. Would you please refund this amount. Thank you.,"{'recipient': {'id': '3bea9027-ded4-44f2-9007-932fb9291cfa'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
86,3c6b3b40-50a7-45db-8fec-924ad9a9c386,I just got charged but I wanted to cancel. Can I get a refund?,"{'recipient': {'id': '3c6b3b40-50a7-45db-8fec-924ad9a9c386'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
87,3c77eb51-78ee-4577-9a1d-757b692c2fa3,"hi, i have 10 free images. before downloading i am getting a message that tells me my credit card will be charged. there should be no charge until may 20.","{'recipient': {'id': '3c77eb51-78ee-4577-9a1d-757b692c2fa3'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
88,3dc73822-5dcb-4aa3-997d-19b85cbb571c,My billing for my 1 year plan was supposed to end in March. I shouldn't being paying anymore but have been charged.,"{'recipient': {'id': '3dc73822-5dcb-4aa3-997d-19b85cbb571c'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
89,3e22811d-6c5e-45da-afb4-4657762c81a9,would like to cancel,"{'recipient': {'id': '3e22811d-6c5e-45da-afb4-4657762c81a9'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
90,3e3cb013-4890-4aca-bf08-45f1b990d1c7,i am being charged  $15.81 and I would like to cancel,"{'recipient': {'id': '3e3cb013-4890-4aca-bf08-45f1b990d1c7'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
91,3e61eaf3-dac7-43ef-b386-bdae5d980ab9,"I ordered Adobe Creative Cloud a month ago and I cancelled almost immediately after I ordered it.  While I?m fine with paying $20 for the first month, I am not okay with paying $20 for the second month, which they charged me for today.  I canceled once again, and when I did so, they charged me $40 for an early termination fee; how is this okay!? I used this product maybe three times and they?ve charged me now $60 for something I?ve never used!! Please help!!","{'recipient': {'id': '3e61eaf3-dac7-43ef-b386-bdae5d980ab9'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
92,3ed6bf11-e14d-4292-be59-e325acfa642f,I am requesting the charge to be waived,"{'recipient': {'id': '3ed6bf11-e14d-4292-be59-e325acfa642f'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
93,3eeaa477-bc24-446e-bc86-df0af01989bb,I was charged today for adobe stock but I had until today to cancel it.,"{'recipient': {'id': '3eeaa477-bc24-446e-bc86-df0af01989bb'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Reinstall a product or fix a trial error', 'payload': 'Reinstall a product or fix a trial error'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
94,3f4d3ff1-ad8e-447b-8920-2b6d18261a91,There has been a mistake on my account.  You are  double charging me for Creative Cloud.  I signed up for the student account of ?16.24 per month which you are charging me on one bank account.   But you are also incorrectly billing me for the standard Creative Cloud @ ?49.94 per month on another bank account.  You have already taken direct debit payments for this on 21.03.19 and 22.04.19.  Please could you stop the next direct debit payment and arrange a refund.,"{'recipient': {'id': '3f4d3ff1-ad8e-447b-8920-2b6d18261a91'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
95,40576652-4441-49cc-9949-533b5c162f3c,"Hi, I didn't have enough money in my account and Adobe couldn't make the transaction this month, I would like Adobe to retry the payment as I have added the money to the account","{'recipient': {'id': '40576652-4441-49cc-9949-533b5c162f3c'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Setup or update a payment method', 'payload': 'Setup or update a payment method'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
96,41aa60e5-19d6-4892-ba3c-d039706c2a1b,query with billing and account plans.,"{'recipient': {'id': '41aa60e5-19d6-4892-ba3c-d039706c2a1b'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Get sign-in or password help', 'payload': 'Get sign-in or password help'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
97,42baae3a-fc58-42b1-acfa-198d0eba440b,"hello, Is there any way to ask for a refund for my current plan, It overdraft my debit card :(","{'recipient': {'id': '42baae3a-fc58-42b1-acfa-198d0eba440b'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
98,437c8e27-e5e1-4ebf-9c27-378fa510ebbb,"Please let me know the status ASAP of Case Number ADB-6808227-C0D6. It has now been over a month since you charged me $518CDN for a service I cancelled on March 18th and, as per the above communication thread, I have still not received a credit to my Mastercard. I only have time to be on this chat page for another 20 minutes. If it is going to take longer than that to look into it, please email me the status of the case number and when I can expect my refund. My email address is jts405@yahoo.com. Thanks.","{'recipient': {'id': '437c8e27-e5e1-4ebf-9c27-378fa510ebbb'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
99,440fb519-d391-45ba-8390-6026dda13955,Why would I be charged a termination fee of $59.99. I paid $29.99 a month for 2 months. That's crazy to be charged that amount. I've been using Adobe for ever and I can't believe this. I feel like it's making me not want to cancel to avoid paying the $59.99 termination fee. I really only used Adobe Stock for about 3 or 4 pictures.,"{'recipient': {'id': '440fb519-d391-45ba-8390-6026dda13955'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
100,4552c977-5b38-40d9-bb81-a1b0bd216481,I requested a tax exempt for my invoice for March 2019 on wards. It looks like the tax was taken from the April invoice but March one is still not adjusted. How can I make it tax exempt?,"{'recipient': {'id': '4552c977-5b38-40d9-bb81-a1b0bd216481'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
101,45e49530-5286-4ecc-8b1e-576e4e44094f,payment invoice,"{'recipient': {'id': '45e49530-5286-4ecc-8b1e-576e4e44094f'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Invoice', 'payload': 'Invoice'}, {'type': 'postback', 'title': 'Setup or update a payment method', 'payload': 'Setup or update a payment method'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
102,4776e2c1-099f-4b8f-ad49-37cb09b68183,Turn off automatic renewal,"{'recipient': {'id': '4776e2c1-099f-4b8f-ad49-37cb09b68183'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
103,4781f2e6-cd4c-400a-bf7c-a295edc88d01,i have just strarted a trial only,"{'recipient': {'id': '4781f2e6-cd4c-400a-bf7c-a295edc88d01'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
104,47a50324-d324-43e7-895c-026180799184,I would like a refund,"{'recipient': {'id': '47a50324-d324-43e7-895c-026180799184'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
105,48bb2a04-c43a-4c08-946b-a1c431cf30eb,Just require a refund and subscription cancellation please.,"{'recipient': {'id': '48bb2a04-c43a-4c08-946b-a1c431cf30eb'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
106,4a74872b-8b26-4013-9fcc-d3d6eb54d106,please cancel my trial sub and refund my $14 please,"{'recipient': {'id': '4a74872b-8b26-4013-9fcc-d3d6eb54d106'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
107,4abdd5da-2f0d-4251-910e-98756fc3231e,I just successfully updated my payment details and am current on my account. Why was I charged $1.00 on May 3?,"{'recipient': {'id': '4abdd5da-2f0d-4251-910e-98756fc3231e'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Setup or update a payment method', 'payload': 'Setup or update a payment method'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
108,4abf31bf-dfa6-4564-9bd7-9b7c48e932ed,"Hi, our business card has been debited by Adobe for some subscription that shouldn't been charged. Would you please help?","{'recipient': {'id': '4abf31bf-dfa6-4564-9bd7-9b7c48e932ed'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Get sign-in or password help', 'payload': 'Get sign-in or password help'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
109,4b0d6e27-0fcf-42e1-84ba-d448c142564c,"Hi, I started the trial of Adobe, then cancelled it on the 25th.  I saw a charge come thru my credit card on the 26th? Why would I be charged?","{'recipient': {'id': '4b0d6e27-0fcf-42e1-84ba-d448c142564c'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
110,4b63063b-1a08-4216-a7c7-e131e3357d40,,
111,4b7fa3d5-2dcb-4d51-94d1-c25387d679a2,I'm getting billed twice every month,"{'recipient': {'id': '4b7fa3d5-2dcb-4d51-94d1-c25387d679a2'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
112,4dc9870d-51e5-456a-8671-b92d62bd3330,"I have two charges from you, one the day after the first","{'recipient': {'id': '4dc9870d-51e5-456a-8671-b92d62bd3330'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
113,4e74c3ff-399e-4f6d-adcd-9b24f2f741d3,I canceled my membership on Saturday because I purchased this for school and my classes are over. I made sure I canceled before the day it was suppose to be taken out of my account and i was charged,"{'recipient': {'id': '4e74c3ff-399e-4f6d-adcd-9b24f2f741d3'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
114,4ecc9a3a-19ed-4a39-b6eb-bc83862bf061,"Hi, I have problem with billing","{'recipient': {'id': '4ecc9a3a-19ed-4a39-b6eb-bc83862bf061'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
115,4fc66912-1cca-48e4-aa2b-0f5be2f06849,I was just chatting with another representative.d. I apparently have two accounts and I was trying to consolidate.  I need help with account again,"{'recipient': {'id': '4fc66912-1cca-48e4-aa2b-0f5be2f06849'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You need help with your account sign-in or password. Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
116,500b89d4-a3d0-40cb-89c4-b61ad5a5d097,Checking on the status of a tax exempt certificate that was submitted,"{'recipient': {'id': '500b89d4-a3d0-40cb-89c4-b61ad5a5d097'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
117,52e1d205-c8e8-4a0b-8157-37b452cb1787,I closed mt free trial and was still billed. Adobe ID: jmeeks124@gmail.com Case number: ADB-6829759-W7R5 Issue,"{'recipient': {'id': '52e1d205-c8e8-4a0b-8157-37b452cb1787'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Reinstall a product or fix a trial error', 'payload': 'Reinstall a product or fix a trial error'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
118,553463e6-772b-4c3e-a9e5-2d10fa7f9f44,I was just charge 25.35 for a membership i didnt know i had,"{'recipient': {'id': '553463e6-772b-4c3e-a9e5-2d10fa7f9f44'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
119,55fcc094-e36f-426f-a1c1-8928d0572047,,
120,5696218f-63be-4a25-ab36-188d526af8ec,Hello I got a coupon for 3 months of creative cloud but I'm still being charged for my premier pro package.,"{'recipient': {'id': '5696218f-63be-4a25-ab36-188d526af8ec'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Reinstall a product or fix a trial error', 'payload': 'Reinstall a product or fix a trial error'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
121,5728226e-d846-4731-92cb-f2d2abd4bb0d,I was charged $119 on my credit card to use adobe photoshop. I don?t want this program anymore. I want my credit card charge credited back. You shouldn?t have charged it without notifying me first!,"{'recipient': {'id': '5728226e-d846-4731-92cb-f2d2abd4bb0d'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Get sign-in or password help', 'payload': 'Get sign-in or password help'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
122,57c635c2-be11-4938-ae6d-9904493857c6,Refund,"{'recipient': {'id': '57c635c2-be11-4938-ae6d-9904493857c6'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
123,57fff73a-df1d-4b5c-8f05-5fb501d82d83,I would like to cancel,"{'recipient': {'id': '57fff73a-df1d-4b5c-8f05-5fb501d82d83'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
124,58cb1566-288c-490c-914b-73ae8a845d52,I bought a harddrive and had a FREE trial and I got billed anyway by ADOBE. HELP!,"{'recipient': {'id': '58cb1566-288c-490c-914b-73ae8a845d52'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Get sign-in or password help', 'payload': 'Get sign-in or password help'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
125,59242d92-fa3b-42c4-9c23-1f3fd1982170,I want to refund,"{'recipient': {'id': '59242d92-fa3b-42c4-9c23-1f3fd1982170'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
126,5926ae15-5186-4987-b698-43ad9e505240,Refund,"{'recipient': {'id': '5926ae15-5186-4987-b698-43ad9e505240'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
127,594664fd-91bc-468b-b969-442c1e11ef97,I was charged for the product and it was supposed to be free for 7days.,"{'recipient': {'id': '594664fd-91bc-468b-b969-442c1e11ef97'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
128,59cbda8b-f2fb-48d9-a936-4d692b984638,i have a question regarding a recent bill i was charged for.,"{'recipient': {'id': '59cbda8b-f2fb-48d9-a936-4d692b984638'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
