Intent Type,conversationId,Round 1 Successful,Round 1 Successful but Misrouted,Round 1 Understood but Incorrect,Round 1 Not Understood,Round 2 Successful,Round 2 Successful but Misrouted,Round 2 Understood but Incorrect,Round 2 Not Understood,usertext1,confidence1_1,userresponse1_1,interpretation1_1,interpretation1_2,usertext2,confidence2_1,userresponse2_1,interpretation2_1,interpretation2_2,directagentflag,issuegroup,latest_queue_key,top_transfer_path
BILLING,33c79777-497f-4ebf-bffa-2008b5114071,1,0,0,0,0,0,0,0,Hi I have a monthly adobe plan for 10 free adobe stock per month but are regularly receiving extra billing and hardly ever using the 10 per month,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:ADOBE_ID/PASSWORD SCORE02:66.95,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,33f4a50b-0074-4b47-a8b9-fe1f2bc0d3c7,1,0,0,0,0,0,0,0,"Respected sir, I already requested to cancell my plan/subscription on April 21,2019. But nothing has been conveyed to me. Request action taken on my request dated 21, April 2019 be intimated, please.",Disambiguation,RETENTION,RESULT01:RETENTION SCORE01:70.00,RESULT02:PLAN_DETAILS SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,Retention,RET-Eng-CCI-Msg,ADB-Eng-RT-Bot->RET-Eng-CCI-Msg
BILLING,350106d1-7b84-4c2b-aeea-58f912936adb,1,0,0,0,0,0,0,0,"Hi I had the 9.99 annual photo plan but I?ve been charged the 9.99 in March, April and now just today? I logged in and deactivated it but can you look into that",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3577ed7c-3cd9-478d-9efc-e938643df1d5,1,0,0,0,0,0,0,0,I was charged for $56.17 for Adobe Creative Cloud today.  Please find out why,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3581c2d0-e3ca-485b-926c-42874ca57aa5,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,359a8ca6-8342-42af-a656-1c23000805f6,1,0,0,0,0,0,0,0,I cant change my number and I already have adobe that I paid for but got charged for the wrong account,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,35de70ae-822c-4cea-ac8d-3716144a4492,1,0,0,0,0,0,0,0,I had cancelled my adobe account back in January and I have been charged since then. Please advise,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,36baa7aa-f930-41b3-a1ff-f08dc92c049f,1,0,0,0,0,0,0,0,"Hi, I have just cancelled my subscription and I was not aware that I was in some sort of contract when I took the subscription out. Now it?s telling me I will be charged over ?60. Will I be charged?",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,38090c04-7625-40b4-a009-c1cd15aa79cd,1,0,0,0,0,0,0,0,"I wanted to cancel this. I didnt know the full 127 was gonna take out the first time, I thought it was only 9.99 a month. And if I could get a refund back if possible, because my 15 year old set this up and didnt tell me 127 was the fill charge he told me 9.99 a month.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3872041c-b404-4233-ae13-aefd2701bd6e,1,0,0,0,0,0,0,0,cancelation my billing and member,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,390562b1-7fba-4efb-a03f-deb587459caf,1,0,0,0,0,0,0,0,I though adobe was only 10.00 and this whole time  have been charged 20.99,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3976173f-3a74-45b3-8269-0aa0221d024d,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,39de81ba-329b-4388-9d99-c2d4071c51e7,0,0,1,0,1,0,0,0,Request refund on subscription and cancel,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,refund money,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3af684f2-003b-4fab-8b71-316ec846c5da,0,0,0,0,1,0,0,0,I will not be paying this and would like a number to talk to someone in person,NULL,NULL,NULL,NULL,INVOICE DETAILS,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3b1f9a28-ac7d-476e-b75e-ab86228f412a,1,0,0,0,0,0,0,0,"Hello, I just downloaded Premier Pro Trial and found out that I was charged through my credit card. Is anyway I can cancel?",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3bd297d2-e37f-497f-826b-76611b5ef3a8,0,0,1,0,1,0,0,0,I can't seem to print the invoice for a purchase in  april #,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,I need a copy of an invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3be7cd2c-93c6-4dd1-9f0d-fd01a54e8077,1,0,0,0,0,0,0,0,"Hi, where can I see my invoice? I need to get the invoice for the yearly fee.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3bea9027-ded4-44f2-9007-932fb9291cfa,1,0,0,0,0,0,0,0,I was looking at the Adobe website May 6 and must have clicked on something by accident. I noticed that my PayPal account was charged $19.98. Would you please refund this amount. Thank you.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3c6b3b40-50a7-45db-8fec-924ad9a9c386,1,0,0,0,0,0,0,0,I just got charged but I wanted to cancel. Can I get a refund?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3c77eb51-78ee-4577-9a1d-757b692c2fa3,0,0,1,0,1,0,0,0,"hi, i have 10 free images. before downloading i am getting a message that tells me my credit card will be charged. there should be no charge until may 20.",High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,i should not be charged any amount because i have adobe stock free for one month with 10 free images. my credit card should not be charged.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3dc73822-5dcb-4aa3-997d-19b85cbb571c,1,0,0,0,0,0,0,0,My billing for my 1 year plan was supposed to end in March. I shouldn't being paying anymore but have been charged.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3e22811d-6c5e-45da-afb4-4657762c81a9,0,0,1,0,1,0,0,0,would like to cancel,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,cancel,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3e3cb013-4890-4aca-bf08-45f1b990d1c7,1,0,0,0,0,0,0,0,i am being charged  $15.81 and I would like to cancel,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3e61eaf3-dac7-43ef-b386-bdae5d980ab9,1,0,0,0,0,0,0,0,"I ordered Adobe Creative Cloud a month ago and I cancelled almost immediately after I ordered it.  While I?m fine with paying $20 for the first month, I am not okay with paying $20 for the second month, which they charged me for today.  I canceled once again, and when I did so, they charged me $40 for an early termination fee; how is this okay!? I used this product maybe three times and they?ve charged me now $60 for something I?ve never used!! Please help!!",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3ed6bf11-e14d-4292-be59-e325acfa642f,1,0,0,0,0,0,0,0,I am requesting the charge to be waived,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3eeaa477-bc24-446e-bc86-df0af01989bb,1,0,0,0,0,0,0,0,I was charged today for adobe stock but I had until today to cancel it.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,3f4d3ff1-ad8e-447b-8920-2b6d18261a91,1,0,0,0,0,0,0,0,There has been a mistake on my account.  You are  double charging me for Creative Cloud.  I signed up for the student account of ?16.24 per month which you are charging me on one bank account.   But you are also incorrectly billing me for the standard Creative Cloud @ ?49.94 per month on another bank account.  You have already taken direct debit payments for this on 21.03.19 and 22.04.19.  Please could you stop the next direct debit payment and arrange a refund.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,40576652-4441-49cc-9949-533b5c162f3c,1,0,0,0,0,0,0,0,"Hi, I didn't have enough money in my account and Adobe couldn't make the transaction this month, I would like Adobe to retry the payment as I have added the money to the account",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,41aa60e5-19d6-4892-ba3c-d039706c2a1b,1,0,0,0,0,0,0,0,query with billing and account plans.,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:ADOBE_ID/PASSWORD SCORE02:54.71,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,42baae3a-fc58-42b1-acfa-198d0eba440b,0,0,1,0,1,0,0,0,"hello, Is there any way to ask for a refund for my current plan, It overdraft my debit card :(",High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,"I'm asking if I could cancel my plan right now, don't get charged with that additional fee and could get a refund.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,437c8e27-e5e1-4ebf-9c27-378fa510ebbb,1,0,0,0,0,0,0,0,"Please let me know the status ASAP of Case Number ADB-6808227-C0D6. It has now been over a month since you charged me $518CDN for a service I cancelled on March 18th and, as per the above communication thread, I have still not received a credit to my Mastercard. I only have time to be on this chat page for another 20 minutes. If it is going to take longer than that to look into it, please email me the status of the case number and when I can expect my refund. My email address is jts405@yahoo.com. Thanks.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,440fb519-d391-45ba-8390-6026dda13955,1,0,0,0,0,0,0,0,Why would I be charged a termination fee of $59.99. I paid $29.99 a month for 2 months. That's crazy to be charged that amount. I've been using Adobe for ever and I can't believe this. I feel like it's making me not want to cancel to avoid paying the $59.99 termination fee. I really only used Adobe Stock for about 3 or 4 pictures.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4552c977-5b38-40d9-bb81-a1b0bd216481,1,0,0,0,0,0,0,0,I requested a tax exempt for my invoice for March 2019 on wards. It looks like the tax was taken from the April invoice but March one is still not adjusted. How can I make it tax exempt?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,45e49530-5286-4ecc-8b1e-576e4e44094f,1,0,0,0,0,0,0,0,payment invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4776e2c1-099f-4b8f-ad49-37cb09b68183,1,0,0,0,0,0,0,0,Turn off automatic renewal,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4781f2e6-cd4c-400a-bf7c-a295edc88d01,0,0,0,0,1,0,0,0,i have just strarted a trial only,NULL,NULL,NULL,NULL,my goal is to get a refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,47a50324-d324-43e7-895c-026180799184,1,0,0,0,0,0,0,0,I would like a refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,48bb2a04-c43a-4c08-946b-a1c431cf30eb,1,0,0,0,0,0,0,0,Just require a refund and subscription cancellation please.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4a74872b-8b26-4013-9fcc-d3d6eb54d106,1,0,0,0,0,0,0,0,please cancel my trial sub and refund my $14 please,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4abdd5da-2f0d-4251-910e-98756fc3231e,1,0,0,0,0,0,0,0,I just successfully updated my payment details and am current on my account. Why was I charged $1.00 on May 3?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4abf31bf-dfa6-4564-9bd7-9b7c48e932ed,1,0,0,0,0,0,0,0,"Hi, our business card has been debited by Adobe for some subscription that shouldn't been charged. Would you please help?",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4b0d6e27-0fcf-42e1-84ba-d448c142564c,1,0,0,0,0,0,0,0,"Hi, I started the trial of Adobe, then cancelled it on the 25th.  I saw a charge come thru my credit card on the 26th? Why would I be charged?",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4b63063b-1a08-4216-a7c7-e131e3357d40,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,4b7fa3d5-2dcb-4d51-94d1-c25387d679a2,1,0,0,0,0,0,0,0,I'm getting billed twice every month,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4dc9870d-51e5-456a-8671-b92d62bd3330,0,0,0,0,1,0,0,0,"I have two charges from you, one the day after the first",NULL,NULL,NULL,NULL,billing,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4e74c3ff-399e-4f6d-adcd-9b24f2f741d3,1,0,0,0,0,0,0,0,I canceled my membership on Saturday because I purchased this for school and my classes are over. I made sure I canceled before the day it was suppose to be taken out of my account and i was charged,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4ecc9a3a-19ed-4a39-b6eb-bc83862bf061,1,0,0,0,0,0,0,0,"Hi, I have problem with billing",High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,4fc66912-1cca-48e4-aa2b-0f5be2f06849,0,0,1,0,1,0,0,0,I was just chatting with another representative.d. I apparently have two accounts and I was trying to consolidate.  I need help with account again,High Confidence,NO,RESULT01:ADOBE_ID/PASSWORD SCORE01:73.66,NULL,I need help with canceling account and not being charged for this,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,500b89d4-a3d0-40cb-89c4-b61ad5a5d097,0,0,0,0,1,0,0,0,Checking on the status of a tax exempt certificate that was submitted,NULL,NULL,NULL,NULL,I submitted my tax exempt certificate for the company I work for so the tax would be refunded from my recent purchase.,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,52e1d205-c8e8-4a0b-8157-37b452cb1787,1,0,0,0,0,0,0,0,I closed mt free trial and was still billed. Adobe ID: jmeeks124@gmail.com Case number: ADB-6829759-W7R5 Issue,Disambiguation,BILLING,RESULT01:ACTIVATION/LICENSING SCORE01:70.00,RESULT02:BILLING SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,553463e6-772b-4c3e-a9e5-2d10fa7f9f44,1,0,0,0,0,0,0,0,I was just charge 25.35 for a membership i didnt know i had,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,55fcc094-e36f-426f-a1c1-8928d0572047,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,5696218f-63be-4a25-ab36-188d526af8ec,1,0,0,0,0,0,0,0,Hello I got a coupon for 3 months of creative cloud but I'm still being charged for my premier pro package.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5728226e-d846-4731-92cb-f2d2abd4bb0d,1,0,0,0,0,0,0,0,I was charged $119 on my credit card to use adobe photoshop. I don?t want this program anymore. I want my credit card charge credited back. You shouldn?t have charged it without notifying me first!,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,57c635c2-be11-4938-ae6d-9904493857c6,0,0,1,0,1,0,0,0,Refund,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,I cancled my account last month and I was charged again this month. I had to cancle it again and I would like a refund.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,57fff73a-df1d-4b5c-8f05-5fb501d82d83,1,0,0,0,0,0,0,0,I would like to cancel,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,58cb1566-288c-490c-914b-73ae8a845d52,1,0,0,0,0,0,0,0,I bought a harddrive and had a FREE trial and I got billed anyway by ADOBE. HELP!,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:ADOBE_ID/PASSWORD SCORE02:69.78,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,59242d92-fa3b-42c4-9c23-1f3fd1982170,1,0,0,0,0,0,0,0,I want to refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5926ae15-5186-4987-b698-43ad9e505240,1,0,0,0,0,0,0,0,Refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,594664fd-91bc-468b-b969-442c1e11ef97,1,0,0,0,0,0,0,0,I was charged for the product and it was supposed to be free for 7days.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,59cbda8b-f2fb-48d9-a936-4d692b984638,1,0,0,0,0,0,0,0,i have a question regarding a recent bill i was charged for.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,59e5637b-f887-4f1f-bc41-027e2206eb0d,1,0,0,0,0,0,0,0,"charged my VISA account an amount of $185.70 for the renewal of the PDF Pack that I did not authorize. Please take immediate action to return the money transfer cto my VISA account or the matter will be referred to my lawyer. Please confirm action taken and close my Adobe account Pierre Plouffe April 29, 2019",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5a46568f-5423-4450-b197-b49296a2db6e,1,0,0,0,0,0,0,0,"Hello, I subscribed to Adobe in March 2018 and it was a fixed contract for 1 x year. I just went to cancel the plan as not longer required and it was going to charge me a cancellation fee of A$114 which is wrong, I have not requested or signed anything to carry my subscription on?",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5a9ab122-fc2c-46e3-b6bc-d5b434e23710,1,0,0,0,0,0,0,0,Hello I got a coupon for 3 months of creative cloud but I'm still being charged for my premier pro package.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5b987223-ab26-4af3-a45d-a02c6109f8ab,1,0,0,0,0,0,0,0,Hello . Why did I get charge this month ? I had promo 3 months for free,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5e05bf61-e5cf-4ffc-8625-cb047c0d1590,0,0,1,0,1,0,0,0,I need a refund,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,I was charge an amount on my debit card that I didn't purchase,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5ea566e0-ebba-45c5-9875-9dcecf951ec6,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,5eda951c-2edb-47a2-80c0-79dbfd221777,0,0,0,0,1,0,0,0,the link you have shared is of no use to me,NULL,NULL,NULL,NULL,as i am not able to download the invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,5ff33933-b027-4e14-9795-026d0e2cedeb,0,0,1,0,0,0,0,0,My subscription fee increased this year without notice or reason and I need to be informed of the basis.,High Confidence,NO,RESULT01:PLAN_DETAILS SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,60bd5ec6-9be2-4f21-8948-d3e1718ef11f,1,0,0,0,0,0,0,0,im just inquiring about my account i only had photoshop for month and you charged me a 78 doller cancelation fee i think that is inapropriate and i should not be billed theree was never any notivatcation when i signed up that there would be a cancerlation fee . if you will still bill me . how long do i haev to stay in the cotract subscription before a cancerlation fee will not b issued. as i may choos to stay on plan if you charge m this large fee for cancerlation t,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,61fa1e07-3a77-4193-ab28-e763ec809cb2,0,0,0,0,1,0,0,0,pay a bill,NULL,NULL,NULL,NULL,pay an invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
